id,libdep,circo,part_pauvres_diff,part_modestes_diff,part_medians_diff,part_plutot_aises_diff,part_aises_diff,actemp,actcho,inactret,age_moyen,libelle_commune,total_voix_par_ville,catégorie,nom,voix,pourcentage_voix,code_insee,insecurite,taux_chomage_moyen
6341,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Luzoir,211,Petite ville,DUPONT-AIGNAN,2,0.9478672985781991,02445,0.0,10.375
6342,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Luzoir,211,Petite ville,abstentions,44,20.85308056872038,02445,0.0,10.375
6343,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Luzoir,211,Petite ville,blancs,1,0.47393364928909953,02445,0.0,10.375
6344,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Luzoir,211,Petite ville,nuls,1,0.47393364928909953,02445,0.0,10.375
37725,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,ARTHAUD,3,0.2542372881355932,62391,5.71837026447462,8.25
37726,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,ROUSSEL,43,3.6440677966101696,62391,5.71837026447462,8.25
37727,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,MACRON,250,21.1864406779661,62391,5.71837026447462,8.25
37728,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,LASSALLE,14,1.1864406779661016,62391,5.71837026447462,8.25
37729,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,LE PEN,361,30.593220338983052,62391,5.71837026447462,8.25
37730,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,ZEMMOUR,45,3.8135593220338984,62391,5.71837026447462,8.25
37731,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,MÉLENCHON,108,9.152542372881356,62391,5.71837026447462,8.25
37732,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,HIDALGO,15,1.2711864406779663,62391,5.71837026447462,8.25
37733,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,JADOT,8,0.6779661016949152,62391,5.71837026447462,8.25
37734,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,PÉCRESSE,28,2.3728813559322033,62391,5.71837026447462,8.25
37735,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,POUTOU,4,0.3389830508474576,62391,5.71837026447462,8.25
37736,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,DUPONT-AIGNAN,10,0.847457627118644,62391,5.71837026447462,8.25
37737,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,abstentions,274,23.220338983050848,62391,5.71837026447462,8.25
37738,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,blancs,10,0.847457627118644,62391,5.71837026447462,8.25
37739,Pas-de-Calais,62009,14.5,27.7,28.6,22.3,6.9,39.3,6.2,22.2,40.5,Guarbecque,1180,Petite moyenne ville,nuls,7,0.5932203389830508,62391,5.71837026447462,8.25
6570,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,ARTHAUD,3,1.094890510948905,02461,0.0,10.375
6571,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,ROUSSEL,2,0.7299270072992701,02461,0.0,10.375
6572,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,MACRON,41,14.963503649635038,02461,0.0,10.375
6573,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,LASSALLE,8,2.9197080291970803,02461,0.0,10.375
6574,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,LE PEN,92,33.57664233576642,02461,0.0,10.375
6575,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,ZEMMOUR,14,5.109489051094891,02461,0.0,10.375
6576,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,MÉLENCHON,20,7.2992700729927,02461,0.0,10.375
6577,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,HIDALGO,1,0.36496350364963503,02461,0.0,10.375
6578,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,JADOT,4,1.4598540145985401,02461,0.0,10.375
6579,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,PÉCRESSE,10,3.64963503649635,02461,0.0,10.375
6580,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,POUTOU,4,1.4598540145985401,02461,0.0,10.375
6581,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,DUPONT-AIGNAN,8,2.9197080291970803,02461,0.0,10.375
6582,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,abstentions,63,22.99270072992701,02461,0.0,10.375
6583,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,blancs,4,1.4598540145985401,02461,0.0,10.375
6584,Aisne,02004,19.6,31.1,27.1,17.4,4.9,34.8,8.3,24.6,41.7,Marest-Dampcourt,274,Petite ville,nuls,0,0.0,02461,0.0,10.375
37770,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,ARTHAUD,1,0.7042253521126761,62395,0.0,8.25
37771,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,ROUSSEL,4,2.8169014084507045,62395,0.0,8.25
37772,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,MACRON,25,17.6056338028169,62395,0.0,8.25
37773,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,LASSALLE,5,3.5211267605633805,62395,0.0,8.25
37774,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,LE PEN,42,29.577464788732392,62395,0.0,8.25
37775,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,ZEMMOUR,9,6.338028169014084,62395,0.0,8.25
37776,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,MÉLENCHON,7,4.929577464788732,62395,0.0,8.25
37777,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,HIDALGO,2,1.4084507042253522,62395,0.0,8.25
37778,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,JADOT,1,0.7042253521126761,62395,0.0,8.25
37779,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,PÉCRESSE,12,8.450704225352112,62395,0.0,8.25
37780,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,POUTOU,0,0.0,62395,0.0,8.25
37781,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,DUPONT-AIGNAN,2,1.4084507042253522,62395,0.0,8.25
37782,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,abstentions,31,21.830985915492956,62395,0.0,8.25
37783,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,blancs,1,0.7042253521126761,62395,0.0,8.25
37784,Pas-de-Calais,62004,15.4,32,28,18.1,6.5,37.0,6.0,28.1,43.5,Guigny,142,Petite ville,nuls,0,0.0,62395,0.0,8.25
6615,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,ARTHAUD,2,0.8368200836820083,02464,0.0,10.375
6616,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,ROUSSEL,5,2.092050209205021,02464,0.0,10.375
6617,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,MACRON,35,14.644351464435147,02464,0.0,10.375
6618,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,LASSALLE,2,0.8368200836820083,02464,0.0,10.375
6619,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,LE PEN,76,31.799163179916317,02464,0.0,10.375
6620,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,ZEMMOUR,16,6.694560669456067,02464,0.0,10.375
6621,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,MÉLENCHON,24,10.0418410041841,02464,0.0,10.375
6622,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,HIDALGO,4,1.6736401673640167,02464,0.0,10.375
6623,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,JADOT,1,0.41841004184100417,02464,0.0,10.375
6624,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,PÉCRESSE,9,3.765690376569038,02464,0.0,10.375
6625,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,POUTOU,4,1.6736401673640167,02464,0.0,10.375
6626,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,DUPONT-AIGNAN,4,1.6736401673640167,02464,0.0,10.375
6627,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,abstentions,52,21.75732217573222,02464,0.0,10.375
6628,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,blancs,5,2.092050209205021,02464,0.0,10.375
6629,Aisne,02005,13.3,29.3,30.6,20.6,6.2,40.7,6.6,22.7,41.0,Margival,239,Petite ville,nuls,0,0.0,02464,0.0,10.375
37845,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,ARTHAUD,19,0.5368748233964397,62400,17.809534876861107,8.25
37846,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,ROUSSEL,92,2.5996044080248657,62400,17.809534876861107,8.25
37847,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,MACRON,458,12.94150890081944,62400,17.809534876861107,8.25
37848,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,LASSALLE,54,1.5258547612319864,62400,17.809534876861107,8.25
37849,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,LE PEN,1276,36.05538287651879,62400,17.809534876861107,8.25
37850,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,ZEMMOUR,88,2.486578129415089,62400,17.809534876861107,8.25
37851,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,MÉLENCHON,355,10.031082226617688,62400,17.809534876861107,8.25
37852,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,HIDALGO,35,0.9889799378355468,62400,17.809534876861107,8.25
37853,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,JADOT,46,1.2998022040124328,62400,17.809534876861107,8.25
37854,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,PÉCRESSE,40,1.1302627860977676,62400,17.809534876861107,8.25
37855,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,POUTOU,10,0.2825656965244419,62400,17.809534876861107,8.25
37856,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,DUPONT-AIGNAN,34,0.9607233681831026,62400,17.809534876861107,8.25
37857,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,abstentions,993,28.058773664877084,62400,17.809534876861107,8.25
37858,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,blancs,29,0.8194405199208816,62400,17.809534876861107,8.25
37859,Pas-de-Calais,62010,21.9,35.4,25,14.4,3.3,35.1,7.9,21.6,40.2,Haillicourt,3539,Petite moyenne ville,nuls,10,0.2825656965244419,62400,17.809534876861107,8.25
6690,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,ARTHAUD,2,0.554016620498615,02469,0.0,10.375
6691,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,ROUSSEL,6,1.662049861495845,02469,0.0,10.375
6692,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,MACRON,61,16.897506925207757,02469,0.0,10.375
6693,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,LASSALLE,9,2.4930747922437675,02469,0.0,10.375
6694,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,LE PEN,113,31.301939058171747,02469,0.0,10.375
6695,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,ZEMMOUR,14,3.8781163434903045,02469,0.0,10.375
6696,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,MÉLENCHON,33,9.141274238227147,02469,0.0,10.375
6697,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,HIDALGO,0,0.0,02469,0.0,10.375
6698,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,JADOT,2,0.554016620498615,02469,0.0,10.375
6699,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,PÉCRESSE,16,4.43213296398892,02469,0.0,10.375
6700,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,POUTOU,1,0.2770083102493075,02469,0.0,10.375
6701,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,DUPONT-AIGNAN,8,2.21606648199446,02469,0.0,10.375
6702,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,abstentions,86,23.822714681440445,02469,0.0,10.375
6703,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,blancs,7,1.9390581717451523,02469,0.0,10.375
6704,Aisne,02003,22.5,34.1,25.8,14,3.5,34.2,8.5,25.1,41.8,Marly-Gomont,361,Petite ville,nuls,3,0.8310249307479225,02469,0.0,10.375
37935,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,ARTHAUD,1,0.48543689320388345,62406,0.0,8.25
37936,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,ROUSSEL,2,0.9708737864077669,62406,0.0,8.25
37937,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,MACRON,51,24.75728155339806,62406,0.0,8.25
37938,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,LASSALLE,10,4.854368932038835,62406,0.0,8.25
37939,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,LE PEN,63,30.582524271844658,62406,0.0,8.25
37940,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,ZEMMOUR,13,6.310679611650485,62406,0.0,8.25
37941,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,MÉLENCHON,19,9.223300970873787,62406,0.0,8.25
37942,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,HIDALGO,1,0.48543689320388345,62406,0.0,8.25
37943,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,JADOT,7,3.3980582524271843,62406,0.0,8.25
37944,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,PÉCRESSE,5,2.4271844660194173,62406,0.0,8.25
37945,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,POUTOU,0,0.0,62406,0.0,8.25
37946,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,DUPONT-AIGNAN,6,2.912621359223301,62406,0.0,8.25
37947,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,abstentions,25,12.135922330097088,62406,0.0,8.25
37948,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,blancs,1,0.48543689320388345,62406,0.0,8.25
37949,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hamelincourt,206,Petite ville,nuls,2,0.9708737864077669,62406,0.0,8.25
37995,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,ARTHAUD,2,1.183431952662722,62410,0.0,8.25
37996,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,ROUSSEL,2,1.183431952662722,62410,0.0,8.25
37997,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,MACRON,28,16.56804733727811,62410,0.0,8.25
37998,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,LASSALLE,1,0.591715976331361,62410,0.0,8.25
37999,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,LE PEN,56,33.13609467455622,62410,0.0,8.25
38000,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,ZEMMOUR,16,9.467455621301776,62410,0.0,8.25
38001,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,MÉLENCHON,13,7.6923076923076925,62410,0.0,8.25
38002,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,HIDALGO,6,3.5502958579881656,62410,0.0,8.25
38003,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,JADOT,1,0.591715976331361,62410,0.0,8.25
38004,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,PÉCRESSE,6,3.5502958579881656,62410,0.0,8.25
38005,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,POUTOU,0,0.0,62410,0.0,8.25
38006,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,DUPONT-AIGNAN,1,0.591715976331361,62410,0.0,8.25
38007,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,abstentions,36,21.301775147928996,62410,0.0,8.25
38008,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,blancs,0,0.0,62410,0.0,8.25
38009,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Haplincourt,169,Petite ville,nuls,1,0.591715976331361,62410,0.0,8.25
38175,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,ARTHAUD,1,0.3861003861003861,62424,0.0,8.25
38176,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,ROUSSEL,3,1.1583011583011582,62424,0.0,8.25
38177,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,MACRON,48,18.53281853281853,62424,0.0,8.25
38178,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,LASSALLE,13,5.019305019305019,62424,0.0,8.25
38179,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,LE PEN,73,28.185328185328185,62424,0.0,8.25
38180,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,ZEMMOUR,16,6.177606177606178,62424,0.0,8.25
38181,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,MÉLENCHON,18,6.94980694980695,62424,0.0,8.25
38182,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,HIDALGO,2,0.7722007722007722,62424,0.0,8.25
38183,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,JADOT,5,1.9305019305019304,62424,0.0,8.25
38184,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,PÉCRESSE,9,3.474903474903475,62424,0.0,8.25
38185,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,POUTOU,1,0.3861003861003861,62424,0.0,8.25
38186,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,DUPONT-AIGNAN,7,2.7027027027027026,62424,0.0,8.25
38187,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,abstentions,59,22.779922779922778,62424,0.0,8.25
38188,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,blancs,3,1.1583011583011582,62424,0.0,8.25
38189,Pas-de-Calais,62001,12.6,30,30.7,20.8,5.8,41.0,5.2,22.9,41.0,Hendecourt-lès-Cagnicourt,259,Petite ville,nuls,1,0.3861003861003861,62424,0.0,8.25
6975,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,ARTHAUD,0,0.0,02490,0.0,10.375
6976,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,ROUSSEL,3,2.7522935779816518,02490,0.0,10.375
6977,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,MACRON,29,26.605504587155966,02490,0.0,10.375
6978,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,LASSALLE,3,2.7522935779816518,02490,0.0,10.375
6979,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,LE PEN,19,17.431192660550458,02490,0.0,10.375
6980,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,ZEMMOUR,11,10.091743119266056,02490,0.0,10.375
6981,Aisne,02001,17.7,30.5,28.1,18.5,5.2,37.8,7.4,22.8,40.8,Monampteuil,109,Petite ville,MÉLENCHON,11,10.091743119266056,02490,0.0,10.375
